flops,iteration,metric_value,learning_rate,batch_size,num_layers
1000000000000.0,46,-100.0,0.00040129328640639615,2295.8479852326545,62.1853648862396
1000000000000.0,47,-100.0,0.0033409909718963293,936.6747501824395,38.81463511376041
1000000000000.0,48,-100.0,0.012380040684704049,538.2135315898928,24.37072977247918
1000000000000.0,49,-100.0,0.02781561778481539,382.1505575598584,15.443905341281237
1000000000000.0,50,-100.0,0.04587423571154838,309.2576217412111,9.926824431197943
1000000000000.0,51,14.206931864835363,0.06370438996984044,269.15185634473147,6.305975170947747
3981071705534.969,0,-100.0,2.6086022527814775e-05,256.0,5.0
3981071705534.969,1,13.907582392502636,0.00019579250709528276,256.0,5.0
3981071705534.969,2,24.422994382253272,0.00510744775086488,256.0,5.0
3981071705534.969,3,-100.0,2.6086022527814775e-05,256.0,5.0
3981071705534.969,4,-100.0,7.505648164127546e-06,256.0,5.0
3981071705534.969,5,-100.0,5.113538472874816e-06,256.0,5.0
3981071705534.969,6,-100.0,2.741662505466163e-06,256.0,5.0
3981071705534.969,7,-100.0,1.8651232464534777e-06,256.0,5.0
3981071705534.969,8,-100.0,1.8651232464534777e-06,346.736067003063,5.0
3981071705534.969,9,-100.0,1.8651232464534777e-06,1512.0665252148913,5.0
3981071705534.969,10,-100.0,1.8651232464534777e-06,3757.0593800235206,5.0
3981071705534.969,11,-100.0,1.8651232464534777e-06,6593.906415438583,5.0
3981071705534.969,12,-100.0,1.8651232464534777e-06,9678.531473722407,5.0
3981071705534.969,13,-100.0,1.8651232464534777e-06,9678.531473722407,38.8146351137604
3981071705534.969,14,-100.0,1.8651232464534777e-06,9678.531473722407,62.18536488623958
3981071705534.969,15,-100.0,1.8651232464534777e-06,9678.531473722407,76.6292702275208
3981071705534.969,16,-100.0,1.8651232464534777e-06,9678.531473722407,85.55609465871876
3981071705534.969,17,-100.0,1.8651232464534777e-06,9678.531473722407,91.07317556880204
3981071705534.969,18,-100.0,1.8651232464534777e-06,9678.531473722407,94.48291908991672
3981071705534.969,19,-100.0,1.8651232464534777e-06,9678.531473722407,96.59025647888534
3981071705534.969,20,-100.0,1.8651232464534777e-06,9678.531473722407,97.8926626110314
3981071705534.969,21,-100.0,1.8651232464534777e-06,9678.531473722407,98.69759386785394
3981071705534.969,22,-100.0,1.8651232464534777e-06,9678.531473722407,99.19506874317744
3981071705534.969,23,-100.0,1.8651232464534777e-06,9678.531473722407,99.5025251246765
3981071705534.969,24,-100.0,1.8651232464534777e-06,9678.531473722407,99.69254361850096
15848931924611.11,0,-100.0,2.6086022527814775e-05,256.0,5.0
15848931924611.11,1,16.92987426260019,0.00019579250709528276,256.0,5.0
15848931924611.11,2,30.889990180027752,0.00510744775086488,256.0,5.0
15848931924611.11,3,-100.0,2.6086022527814775e-05,256.0,5.0
15848931924611.11,4,-100.0,7.505648164127546e-06,256.0,5.0
15848931924611.11,5,-100.0,5.113538472874816e-06,256.0,5.0
15848931924611.11,6,-100.0,2.741662505466163e-06,256.0,5.0
15848931924611.11,7,-100.0,1.8651232464534777e-06,256.0,5.0
15848931924611.11,8,-100.0,1.8651232464534777e-06,346.736067003063,5.0
15848931924611.11,9,-100.0,1.8651232464534777e-06,1512.0665252148913,5.0
15848931924611.11,10,-100.0,1.8651232464534777e-06,3757.0593800235206,5.0
15848931924611.11,11,-100.0,1.8651232464534777e-06,6593.906415438583,5.0
15848931924611.11,12,-100.0,1.8651232464534777e-06,9678.531473722407,5.0
15848931924611.11,13,-100.0,1.8651232464534777e-06,9678.531473722407,38.8146351137604
15848931924611.11,14,-100.0,1.8651232464534777e-06,9678.531473722407,62.18536488623958
15848931924611.11,15,-100.0,1.8651232464534777e-06,9678.531473722407,76.6292702275208
15848931924611.11,16,-100.0,1.8651232464534777e-06,9678.531473722407,85.55609465871876
15848931924611.11,17,-100.0,1.8651232464534777e-06,9678.531473722407,91.07317556880204
15848931924611.11,18,-100.0,1.8651232464534777e-06,9678.531473722407,94.48291908991672
15848931924611.11,19,-100.0,1.8651232464534777e-06,9678.531473722407,96.59025647888534
15848931924611.11,20,-100.0,1.8651232464534777e-06,9678.531473722407,97.8926626110314
15848931924611.11,21,-100.0,1.8651232464534777e-06,9678.531473722407,98.69759386785394
15848931924611.11,22,-100.0,1.8651232464534777e-06,9678.531473722407,99.19506874317744
15848931924611.11,23,-100.0,1.8651232464534777e-06,9678.531473722407,99.5025251246765
15848931924611.11,24,-100.0,1.8651232464534777e-06,9678.531473722407,99.69254361850096
63095734448019.43,0,-100.0,2.6086022527814775e-05,256.0,5.0
63095734448019.43,1,19.87819861779082,0.00019579250709528276,256.0,5.0
63095734448019.43,2,37.01106815281557,0.00510744775086488,256.0,5.0
63095734448019.43,3,-100.0,2.6086022527814775e-05,256.0,5.0
63095734448019.43,4,-100.0,7.505648164127546e-06,256.0,5.0
63095734448019.43,5,-100.0,5.113538472874816e-06,256.0,5.0
63095734448019.43,6,-100.0,2.741662505466163e-06,256.0,5.0
63095734448019.43,7,-100.0,1.8651232464534777e-06,256.0,5.0
63095734448019.43,8,-100.0,1.8651232464534777e-06,346.736067003063,5.0
63095734448019.43,9,-100.0,1.8651232464534777e-06,1512.0665252148913,5.0
63095734448019.43,10,-100.0,1.8651232464534777e-06,3757.0593800235206,5.0
63095734448019.43,11,-100.0,1.8651232464534777e-06,6593.906415438583,5.0
63095734448019.43,12,-100.0,1.8651232464534777e-06,9678.531473722407,5.0
63095734448019.43,13,-100.0,1.8651232464534777e-06,9678.531473722407,38.8146351137604
63095734448019.43,14,-100.0,1.8651232464534777e-06,9678.531473722407,62.18536488623958
63095734448019.43,15,-100.0,1.8651232464534777e-06,9678.531473722407,76.6292702275208
63095734448019.43,16,-100.0,1.8651232464534777e-06,9678.531473722407,85.55609465871876
63095734448019.43,17,-100.0,1.8651232464534777e-06,9678.531473722407,91.07317556880204
63095734448019.43,18,-100.0,1.8651232464534777e-06,9678.531473722407,94.48291908991672
63095734448019.43,19,-100.0,1.8651232464534777e-06,9678.531473722407,96.59025647888534
63095734448019.43,20,-100.0,1.8651232464534777e-06,9678.531473722407,97.8926626110314
63095734448019.43,21,-100.0,1.8651232464534777e-06,9678.531473722407,98.69759386785394
63095734448019.43,22,-100.0,1.8651232464534777e-06,9678.531473722407,99.19506874317744
63095734448019.43,23,-100.0,1.8651232464534777e-06,9678.531473722407,99.5025251246765
63095734448019.43,24,-100.0,1.8651232464534777e-06,9678.531473722407,99.69254361850096
251188643150958.22,0,-100.0,2.6086022527814775e-05,256.0,5.0
251188643150958.22,1,22.924030312886632,0.00019579250709528276,256.0,5.0
251188643150958.22,2,42.957703155428796,0.00510744775086488,256.0,5.0
251188643150958.22,3,-100.0,2.6086022527814775e-05,256.0,5.0
251188643150958.22,4,-100.0,7.505648164127546e-06,256.0,5.0
251188643150958.22,5,-100.0,5.113538472874816e-06,256.0,5.0
251188643150958.22,6,-100.0,2.741662505466163e-06,256.0,5.0
251188643150958.22,7,-100.0,1.8651232464534777e-06,256.0,5.0
251188643150958.22,8,-100.0,1.8651232464534777e-06,346.736067003063,5.0
251188643150958.22,9,-100.0,1.8651232464534777e-06,1512.0665252148913,5.0
251188643150958.22,10,-100.0,1.8651232464534777e-06,3757.0593800235206,5.0
251188643150958.22,11,-100.0,1.8651232464534777e-06,6593.906415438583,5.0
251188643150958.22,12,-100.0,1.8651232464534777e-06,9678.531473722407,5.0
251188643150958.22,13,-100.0,1.8651232464534777e-06,9678.531473722407,38.8146351137604
251188643150958.22,14,-100.0,1.8651232464534777e-06,9678.531473722407,62.18536488623958
251188643150958.22,15,-100.0,1.8651232464534777e-06,9678.531473722407,76.6292702275208
251188643150958.22,16,-100.0,1.8651232464534777e-06,9678.531473722407,85.55609465871876
251188643150958.22,17,-100.0,1.8651232464534777e-06,9678.531473722407,91.07317556880204
251188643150958.22,18,-100.0,1.8651232464534777e-06,9678.531473722407,94.48291908991672
251188643150958.22,19,-100.0,1.8651232464534777e-06,9678.531473722407,96.59025647888534
251188643150958.22,20,-100.0,1.8651232464534777e-06,9678.531473722407,97.8926626110314
251188643150958.22,21,-100.0,1.8651232464534777e-06,9678.531473722407,98.69759386785394
251188643150958.22,22,-100.0,1.8651232464534777e-06,9678.531473722407,99.19506874317744
251188643150958.22,23,-100.0,1.8651232464534777e-06,9678.531473722407,99.5025251246765
251188643150958.22,24,-100.0,1.8651232464534777e-06,9678.531473722407,99.69254361850096
1000000000000000.0,0,-100.0,2.6086022527814775e-05,256.0,5.0
1000000000000000.0,1,26.093814599949518,0.00019579250709528276,256.0,5.0
1000000000000000.0,2,48.75634043992933,0.00510744775086488,256.0,5.0
1000000000000000.0,3,-100.0,2.6086022527814775e-05,256.0,5.0
1000000000000000.0,4,-100.0,7.505648164127546e-06,256.0,5.0
1000000000000000.0,5,-100.0,5.113538472874816e-06,256.0,5.0
1000000000000000.0,6,-100.0,2.741662505466163e-06,256.0,5.0
1000000000000000.0,7,-100.0,1.8651232464534777e-06,256.0,5.0
1000000000000000.0,8,-100.0,1.8651232464534777e-06,346.736067003063,5.0
1000000000000000.0,9,-100.0,1.8651232464534777e-06,1512.0665252148913,5.0
1000000000000000.0,10,-100.0,1.8651232464534777e-06,3757.0593800235206,5.0
1000000000000000.0,11,-100.0,1.8651232464534777e-06,6593.906415438583,5.0
1000000000000000.0,12,-100.0,1.8651232464534777e-06,9678.531473722407,5.0
1000000000000000.0,13,-100.0,1.8651232464534777e-06,9678.531473722407,38.8146351137604
1000000000000000.0,14,-100.0,1.8651232464534777e-06,9678.531473722407,62.18536488623958
1000000000000000.0,15,-100.0,1.8651232464534777e-06,9678.531473722407,76.6292702275208
1000000000000000.0,16,-100.0,1.8651232464534777e-06,9678.531473722407,85.55609465871876
1000000000000000.0,17,-100.0,1.8651232464534777e-06,9678.531473722407,91.07317556880204
1000000000000000.0,18,-100.0,1.8651232464534777e-06,9678.531473722407,94.48291908991672
1000000000000000.0,19,-100.0,1.8651232464534777e-06,9678.531473722407,96.59025647888534
1000000000000000.0,20,-100.0,1.8651232464534777e-06,9678.531473722407,97.8926626110314
1000000000000000.0,21,-100.0,1.8651232464534777e-06,9678.531473722407,98.69759386785394
1000000000000000.0,22,-100.0,1.8651232464534777e-06,9678.531473722407,99.19506874317744
1000000000000000.0,23,-100.0,1.8651232464534777e-06,9678.531473722407,99.5025251246765
1000000000000000.0,24,-100.0,1.8651232464534777e-06,9678.531473722407,99.69254361850096
